"_id","_labels","_applyNeo4jNaming","_classLabel","_dataTypePropertyLabel","_domainRel","_handleMultival","_handleRDFTypes","_handleVocabUris","_keepCustomDataTypes","_keepLangTag","_objectPropertyLabel","_rangeRel","_subClassOfRel","_subPropertyOfRel","date","description","exhibit","height","img","name","sitelink","uri","width","_start","_end","_type"
"6335",":Paintings","","","","","","","","","","","","","","1600-01-01T00:00","painting by El Greco (Domenico Theotocopuli)","","82.6","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20%28Domenico%20Theotocopuli%29%20-%20Christ%20on%20the%20Cross%20-%20Google%20Art%20Project.jpg","Christ on the Cross","0","http://www.wikidata.org/entity/Q20179805","51.8",,,
"6336",":Keyword","","","","","","","","","","","","","","","Saint Anne giving birth to Mary, in Christian tradition","","","","birth of the Virgin Mary","0","http://www.wikidata.org/entity/Q65503253","",,,
"6337",":Paintings","","","","","","","","","","","","","","1597-01-01T00:00","painting by El Greco","","104.2","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20-%20San%20Jer%C3%B3nimo%20%28Galer%C3%ADa%20nacional%20de%20Escocia%29.jpg","Saint Jerome in Penitence","3","http://www.wikidata.org/entity/Q16621965","96.5",,,
"6338",":City","","","","","","","","","","","","","","","city in north-west Spain capital of Pontevedra province","","","","Pontevedra","","http://www.wikidata.org/entity/Q12411","",,,
"6339",":Paintings","","","","","","","","","","","","","","1560-01-01T00:00","painting by El Greco","","41.0","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20-%20St%20Luke%20Painting%20the%20Virgin%20-%20Google%20Art%20Project.jpg","St Luke painting the Virgin","2","http://www.wikidata.org/entity/Q9396918","33.0",,,
"6340",":Paintings","","","","","","","","","","","","","","1590-01-01T00:00","painting by El Greco","","62.5","http://commons.wikimedia.org/wiki/Special:FilePath/Rodrigo%20V%C3%A1zquez%20de%20Arce.jpg","Portrait of Rodrigo Vázquez de Arce","4","http://www.wikidata.org/entity/Q6106770","42.0",,,
"6341",":Keyword","","","","","","","","","","","","","","","Spanish jurist","","","","Jerónimo de Cevallos","3","http://www.wikidata.org/entity/Q21070633","",,,
"6342",":Paintings","","","","","","","","","","","","","","1587-01-01T00:00","painting by El Greco","","46.0","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20-%20An%20Elderly%20Gentleman%20-%20WGA10506.jpg","An Elderly Gentleman","6","http://www.wikidata.org/entity/Q6106772","43.0",,,
"6343",":Paintings","","","","","","","","","","","","","","1610-01-01T00:00","painting by El Greco, National Gallery of Art","","168.0","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20-%20Saint%20Jerome%20Penitent%20-%20WGA10627.jpg","Saint Jerome","1","http://www.wikidata.org/entity/Q16621961","110.5",,,
"6344",":Paintings","","","","","","","","","","","","","","1614-01-01T00:00","painting by El Greco in the Barnes Foundation","","100.0","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20or%20son%20Jorge%20-%20Annunciation%2C%20Barnes%20Foundation.jpg","Annunciation","0","http://www.wikidata.org/entity/Q104408481","68.0",,,
"6345",":Paintings","","","","","","","","","","","","","","1600-01-01T00:00","painting by El Greco","","65.0","http://commons.wikimedia.org/wiki/Special:FilePath/Caballero%20joven.jpg","Portrait of a Young Gentleman","5","http://www.wikidata.org/entity/Q6106776","49.0",,,
"6346",":Keyword","","","","","","","","","","","","","","","vestment in the form of a wide cloak or mantle that slips over the wearer's head and hangs open at the sides","","","","chasuble","37","http://www.wikidata.org/entity/Q215172","",,,
"6347",":Paintings","","","","","","","","","","","","","","1605-01-01T00:00","painting by El Greco (Meadows Museum)","","76.0","http://commons.wikimedia.org/wiki/Special:FilePath/Saint%20Francis%20Kneeling%20in%20Meditation%2C%20by%20El%20Greco%2C%20Spanish%2C%20c.%201605-1610%2C%20oil%20on%20canvas%20-%20Meadows%20Museum%20-%20Southern%20Methodist%20University%20-%20DSC05278.jpg","Saint Francis Kneeling in Meditation","1","http://www.wikidata.org/entity/Q104245413","63.5",,,
"6348",":Paintings","","","","","","","","","","","","","","1605-01-01T00:00","painting by El Greco (Buhler Collection, Zurich)","","170.0","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20-%20St%20Francis%20and%20the%20Lay%20Brother%20-%20Buhrle.jpg","Saint Francis and the Lay Brother","1","http://www.wikidata.org/entity/Q16621952","140.0",,,
"6349",":Paintings","","","","","","","","","","","","","","1600-01-01T00:00","painting by El Greco","","62.6","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20-%20Portrait%20of%20an%20Apostle%20%28Saint%20Philip%29%2C%20Fogg.jpg","Portrait of an Apostle (Saint Philip)","0","http://www.wikidata.org/entity/Q102111954","50.2",,,
"6350",":Paintings","","","","","","","","","","","","","","1610-01-01T00:00","painting by El Greco (Arteche)","","","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20-%20Saint%20Bartholomew%2C%20Arteche.jpg","Saint Bartholomew (Pseudo St. Paul)","0","http://www.wikidata.org/entity/Q104640019","",,,
"6351",":Paintings","","","","","","","","","","","","","","1590-01-01T00:00","painting by El Greco","","59.0","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20031.jpg","Saint Jerome as Cardinal","0","http://www.wikidata.org/entity/Q26523103","48.0",,,
"6352",":Paintings","","","","","","","","","","","","","","1568-01-01T00:00","painting by El Greco","","43.0","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20020.jpg","The Last Supper","8","http://www.wikidata.org/entity/Q3208041","52.0",,,
"6353",":Keyword","","","","","","","","","","","","","","","Final book of the New Testament","","","","Revelation of John","121","http://www.wikidata.org/entity/Q42040","",,,
"6354",":Paintings","","","","","","","","","","","","","","1610-01-01T00:00","painting by El Greco (Luis Pérez, Alcoy, Valencia)","","","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20-%20Christ%20Bearing%20the%20Cross%20-%202008.275%20-%20Indianapolis%20Museum%20of%20Art.jpg","Christ Bearing the Cross","0","http://www.wikidata.org/entity/Q27896938","",,,
"6355",":Paintings","","","","","","","","","","","","","","1586-01-01T00:00","painting by El Greco","","67.0","http://commons.wikimedia.org/wiki/Special:FilePath/Retrato%20de%20un%20caballero%20an%C3%B3nimo.jpg","Portrait of a gentleman","5","http://www.wikidata.org/entity/Q6106784","55.0",,,
"6356",":Paintings","","","","","","","","","","","","","","1610-01-01T00:00","painting by El Greco","","80.0","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20-%20St.%20James%20the%20Greater%20-%20Google%20Art%20Project.jpg","Saint James the Greater","1","http://www.wikidata.org/entity/Q16621992","100.0",,,
"6357",":Paintings","","","","","","","","","","","","","","1580-01-01T00:00","painting by El Greco","","186.0","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Expolio%2C%20de%20El%20Greco%20%28Museo%20de%20Santa%20Cruz%20de%20Toledo%29.jpg","Disrobing of Jesus","3","http://www.wikidata.org/entity/Q66362683","126.0",,,
"6358",":Paintings","","","","","","","","","","","","","","1608-01-01T00:00","painting by El Greco","","347.0","http://commons.wikimedia.org/wiki/Special:FilePath/Inmaculada%20Oballe%20El%20Greco.jpg","Immaculate Conception","6","http://www.wikidata.org/entity/Q5392381","174.0",,,
"6359",":Keyword","","","","","","","","","","","","","","","apostle of Jesus","","","","Simon the Zealot","72","http://www.wikidata.org/entity/Q12871","",,,
"6360",":Paintings","","","","","","","","","","","","","","1595-01-01T00:00","painting by El Greco","","62.9","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20-%20St.%20James%20the%20Less%20%28Glens%20Falls%29.JPG","St. James the Less","2","http://www.wikidata.org/entity/Q16621985","50.2",,,
"6361",":City","","","","","","","","","","","","","","","municipality in Greece","","","","Heraklion Municipality","","http://www.wikidata.org/entity/Q12875662","",,,
"6362",":Paintings","","","","","","","","","","","","","","1600-01-01T00:00","painting by El Greco now at Kunstmuseum Basel, Switzerland","","102.4","http://commons.wikimedia.org/wiki/Special:FilePath/James%20less.jpg","St James the Greater","1","http://www.wikidata.org/entity/Q16621987","83.2",,,
"6363",":Paintings","","","","","","","","","","","","","","1600-01-01T00:00","painting by El Greco","","73.0","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20%28Domenikos%20Theotokopoulos%29%20-%20Christ%20Blessing%20%28%27The%20Saviour%20of%20the%20World%27%29%20-%20Google%20Art%20Project.jpg","Christ Blessing, The Saviour of the World","3","http://www.wikidata.org/entity/Q18684100","56.5",,,
"6364",":Paintings","","","","","","","","","","","","","","1604-01-01T00:00","painting by El [ Theotokópoulos, Doménikos ] Greco","","108.0","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20-%20Jes%C3%BAs%20en%20el%20Huerto%20de%20los%20Olivos%2C%20MNBA.JPG","Agony in the Garden","3","http://www.wikidata.org/entity/Q27951124","76.0",,,
"6365",":Paintings","","","","","","","","","","","","","","1590-01-01T00:00","painting by El Greco","","70.0","http://commons.wikimedia.org/wiki/Special:FilePath/San%20Sim%C3%B3n%20Ap%C3%B3stol%2C%20de%20El%20Greco%20%28Museo%20Nacional%20de%20Escultura%20de%20Valladolid%29.JPG","Saint Simon (Oviedo)","0","http://www.wikidata.org/entity/Q102071520","53.0",,,
"6366",":Paintings","","","","","","","","","","","","","","1610-01-01T00:00","painting by El Greco","","","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20-%20Saint%20Thomas%20%28Arteche%29.jpg","Saint Thomas (small version)","0","http://www.wikidata.org/entity/Q105299489","",,,
"6367",":Paintings","","","","","","","","","","","","","","1585-01-01T00:00","painting by El Greco in the Bowes Museum","","109.0","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20-%20Tears%20of%20Saint%20Peter%203164.jpg","The Tears of Saint Peter","4","http://www.wikidata.org/entity/Q9394999","90.0",,,
"6368",":Paintings","","","","","","","","","","","","","","1610-01-01T00:00","painting by El Greco (Rosillo or Suarez)","","","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20-%20Saint%20Francis%20receiving%20the%20Stigmata%2C%20Juan%20Angel%20Rosillo.jpg","Saint Francis receiving the Stigmata","0","http://www.wikidata.org/entity/Q104615069","",,,
"6369",":Paintings","","","","","","","","","","","","","","1609-01-01T00:00","1609 painting by El Greco, now in the Hospital de Tavera in Toledo","","102.0","http://commons.wikimedia.org/wiki/Special:FilePath/Cardenal%20Tavera.jpg","Portrait of Cardinal Tavera","6","http://www.wikidata.org/entity/Q6106796","81.0",,,
"6370",":Paintings","","","","","","","","","","","","","","1610-01-01T00:00","painting by El Greco from 1610, now at El Greco Museum","","80.0","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20-%20St.%20James%20the%20Less%20-%20Google%20Art%20Project.jpg","St. James the Less","2","http://www.wikidata.org/entity/Q16621982","100.0",,,
"6371",":Paintings","","","","","","","","","","","","","","1600-01-01T00:00","painting by El Greco (Buenos Aires)","","79.0","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20-%20Jes%C3%BAs%20con%20la%20Cruz%20a%20cuestas.jpg","Christ with the Cross","0","http://www.wikidata.org/entity/Q102255376","58.0",,,
"6372",":Paintings","","","","","","","","","","","","","","1610-01-01T00:00","painting by El Greco (Rafael Garcia Palencia)","","28.0","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20-%20Christ%20on%20the%20Cross%2C%20El%20Greco%20Museum.jpg","Christ on the Cross","0","http://www.wikidata.org/entity/Q105514540","19.0",,,
"6373",":Paintings","","","","","","","","","","","","","","1575-01-01T00:00","painting by El Greco","","102.0","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20Ecstasy%20of%20Saint%20Francis.jpg","The Ecstasy of Saint Francis of Assisi","3","http://www.wikidata.org/entity/Q9252025","75.0",,,
"6374",":Paintings","","","","","","","","","","","","","","1605-01-01T00:00","painting by El Greco (Zuloaga)","","177.0","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20-%20CHRIST%20ON%20THE%20CROSS%2C%20Frati%2061a.jpg","Christ on the Cross","0","http://www.wikidata.org/entity/Q102177002","105.0",,,
"6375",":Paintings","","","","","","","","","","","","","","1567-01-01T00:00","painting by El Greco (Heraklion)","","23.5","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20-%20Baptism%20of%20Christ%202004%20CKS%2006967%200091%20091243.jpg","Baptism of Christ","1","http://www.wikidata.org/entity/Q105578072","18.1",,,
"6376",":Paintings","","","","","","","","","","","","","","1578-01-01T00:00","one of the four preparatory paintings from The Disrobing of Christ. Belonged to Contini Bonacossi Collection.","","56.6","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Expolio.Versi%C3%B3%20Contini%20Bonacossi.jpg","The Disrobing of Christ. Contini Bonacossi Collection","1","http://www.wikidata.org/entity/Q66245041","32.0",,,
"6377",":Paintings","","","","","","","","","","","","","","1606-01-01T00:00","painting by El Greco (Museo de Santa Cruz)","","","http://commons.wikimedia.org/wiki/Special:FilePath/St.%20Dominic%20Guzman%20El%20Greco.jpg","Saint Dominic praying","1","http://www.wikidata.org/entity/Q16621922","",,,
"6378",":Paintings","","","","","","","","","","","","","","1610-01-01T00:00","painting by El Greco","","80.0","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20-%20St.%20Philip%20-%20Google%20Art%20Project.jpg","Apostle Saint Philip","1","http://www.wikidata.org/entity/Q16621925","100.0",,,
"6379",":City","","","","","","","","","","","","","","","commune in Somme, France","","","","Amiens","","http://www.wikidata.org/entity/Q41604","",,,
"6380",":Keyword","","","","","","","","","","","","","","","mountain in the Sinai Peninsula of Egypt","","","","Mount Sinai","80","http://www.wikidata.org/entity/Q377485","",,,
"6381",":Collection","","","","","","","","","","","","","","","an ethnographic and art museum in  San Sebastian Spain","","","","San Telmo Museum","6","http://www.wikidata.org/entity/Q3329346","",,,
"6382",":Paintings","","","","","","","","","","","","","","1600-01-01T00:00","painting by El Greco (Boadilla del Monte)","","110.0","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20-%20Sts%20John%20and%20Francis%20-%20WGA10549.jpg","Saint John the Evangelist and Saint Francis","2","http://www.wikidata.org/entity/Q48927682","86.5",,,
"6383",":Keyword","","","","","","","","","","","","","","","being saved or protected from harm","","","","salvation","54","http://www.wikidata.org/entity/Q192054","",,,
"6384",":Keyword","","","","","","","","","","","","","","","Christian saint","","","","Saint Veronica","36","http://www.wikidata.org/entity/Q196653","",,,
"6385",":City","","","","","","","","","","","","","","","capital and largest city of Cuba","","","","Havana","","http://www.wikidata.org/entity/Q1563","",,,
"6386",":Paintings","","","","","","","","","","","","","","1610-01-01T00:00","painting by El Greco (Hospital de Tavera)","","","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20-%20St%20Francis%20kneeling%20before%20a%20crucifix%2C%20Toledo.jpg","Saint Francis in Prayer before a Crucifix","0","http://www.wikidata.org/entity/Q104772685","",,,
"6387",":Paintings","","","","","","","","","","","","","","1605-01-01T00:00","painting by El Greco (Catedral de Toledo)","","","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20-%20Saint%20Philip%2C%20Toledo%20Cathedral.jpg","Saint Philip","0","http://www.wikidata.org/entity/Q103747955","",,,
"6388",":Paintings","","","","","","","","","","","","","","1597-01-01T00:00","painting by El Greco","","53.2","http://commons.wikimedia.org/wiki/Special:FilePath/The%20Holy%20Family%20with%20Saint%20Anne%20and%20the%20Infant%20John%20the%20Baptist%20F-000981-20150330.jpg","The Holy Family with Saint Anne and the Infant John the Baptist","0","http://www.wikidata.org/entity/Q20176850","34.4",,,
"6389",":Paintings","","","","","","","","","","","","","","1610-01-01T00:00","painting by El Greco (Hispanic Society)","","106.0","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20follower%20-%20Virgin%20Mary%20and%20St%20John%2C%202%20fragments%2C%20Hispanic%20Society.jpg","Two fragments after the Crucifixion with the Virgin Mary and Saint John the Evangelist","0","http://www.wikidata.org/entity/Q105337082","52.0",,,
"6390",":Keyword","","","","","","","","","","","","","","","Christ on the road to Golgotha, artistic theme","","","","Christ carrying the cross","14","http://www.wikidata.org/entity/Q3399226","",,,
"6391",":Paintings","","","","","","","","","","","","","","1600-01-01T00:00","painting by El Greco","","140.0","http://commons.wikimedia.org/wiki/Special:FilePath/Col%C2%B7lecci%C3%B3%20Masaveu.jpg","Jesus stripped of his garments","1","http://www.wikidata.org/entity/Q16583336","165.0",,,
"6392",":Keyword","","","","","","","","","","","","","","","Spanish soldier and poet","","","","Alonso de Ercilla","30","http://www.wikidata.org/entity/Q357620","",,,
"6393",":Paintings","","","","","","","","","","","","","","1600-01-01T00:00","painting by El Greco","","","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20-%20Saint%20Thomas%2C%20ca.%201600.jpg","Saint Thomas","0","http://www.wikidata.org/entity/Q102227707","",,,
"6394",":Paintings","","","","","","","","","","","","","","1600-01-01T00:00","painting by El Greco (Ricardo Traumann, Madrid)","","","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20school%20-%20St%20Dominic%20in%20Prayer.jpg","Saint Dominic in Prayer","1","http://www.wikidata.org/entity/Q16621919","",,,
"6395",":Paintings","","","","","","","","","","","","","","1580-01-01T00:00","painting by El Greco","","104.0","http://commons.wikimedia.org/wiki/Special:FilePath/San%20Antonio%20de%20Padua%20%28El%20Greco%29.jpg","Saint Anthony of Padua","6","http://www.wikidata.org/entity/Q10875359","79.0",,,
"6396",":City","","","","","","","","","","","","","","","municipality of Denmark","","","","Frederikssund Municipality","","http://www.wikidata.org/entity/Q503232","",,,
"6397",":Paintings","","","","","","","","","","","","","","1595-01-01T00:00","painting by El Greco","","49.5","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20-%20Saint%20James%20the%20Younger%20-%20Google%20Art%20Project.jpg","Saint James the Younger","1","http://www.wikidata.org/entity/Q9347431","42.5",,,
"6398",":Keyword","","","","","","","","","","","","","","","event in the New Testament","","","","entombment of Christ","20","http://www.wikidata.org/entity/Q51637","",,,
"6399",":Paintings","","","","","","","","","","","","","","1600-01-01T00:00","painting by El Greco, auction by Sotheby's 2013 from the Collection of Gustav Rau/Unicel","","75.0","http://commons.wikimedia.org/wiki/Special:FilePath/Santo%20Domingo%20en%20oraci%C3%B3n.jpg","St Dominic in Prayer","3","http://www.wikidata.org/entity/Q16621915","58.0",,,
"6400",":Collection","","","","","","","","","","","","","","","cathedral in Toledo. Spain","","","","Toledo Cathedral","39","http://www.wikidata.org/entity/Q1123180","",,,
"6401",":Keyword","","","","","","","","","","","","","","","episode in the New Testament","","","","Last Supper","74","http://www.wikidata.org/entity/Q51633","",,,
"6402",":Paintings","","","","","","","","","","","","","","1605-01-01T00:00","painting by El Greco (Apostolado Toledo Cathedral)","","","http://commons.wikimedia.org/wiki/Special:FilePath/Cathedral%20of%20Toledo%2C%20sacristy%2C%20with%20paintings%20by%20El%20Greco%20%2811%29%20%2829676251202%29.jpg","Saint James the Greater","0","http://www.wikidata.org/entity/Q102158748","",,,
"6403",":Paintings","","","","","","","","","","","","","","1610-01-01T00:00","painting by El Greco / Magnasco","","","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20or%20Magnasco%20-%20Monks%20in%20Penitence%20MRABASFF0622%20P.JPG","Monks in penitence","0","http://www.wikidata.org/entity/Q105494616","",,,
"6404",":Paintings","","","","","","","","","","","","","","1590-01-01T00:00","painting by El Greco (Pau)","","76.0","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20-%20St%20Fran%C3%A7ois%20recevant%20les%20stigmates.jpg","Saint Francis receiving the Stigmata","2","http://www.wikidata.org/entity/Q16621950","55.6",,,
"6405",":Paintings","","","","","","","","","","","","","","1600-01-01T00:00","painting by El Greco (Paris, E. Gutzwiller)","","","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20-%20Christ%20with%20the%20Cross%20%28Gutzwiller%29.jpg","Christ with the Cross","0","http://www.wikidata.org/entity/Q104427446","",,,
"6406",":Paintings","","","","","","","","","","","","","","1610-01-01T00:00","painting by the workshop of El Greco","","25.0","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20%28workshop%20of%29%20-%20St%20John%20the%20Baptist%2C%20NMW%20A%203946.jpg","St John the Baptist","1","http://www.wikidata.org/entity/Q73128765","22.0",,,
"6407",":Paintings","","","","","","","","","","","","","","1600-01-01T00:00","painting by El Greco","","203.0","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20-%20St%20Francis%27s%20Vision%20of%20the%20Flaming%20Torch%20-%20WGA10561.jpg","St Francis's Vision of the Flaming Torch","1","http://www.wikidata.org/entity/Q16621946","148.0",,,
"6408",":Paintings","","","","","","","","","","","","","","1600-01-01T00:00","painting by El Greco","","","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20-%20St.%20James%20the%20Greater%2C%20Henke%20Collection.jpg","St. James the Greater (Henke)","0","http://www.wikidata.org/entity/Q102119101","",,,
"6409",":Paintings","","","","","","","","","","","","","","1587-01-01T00:00","painting by El Greco","","102.0","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20-%20Saint%20Francis%20Receiving%20the%20Stigmata%20-%20Walters%2037424.jpg","Saint Francis Receiving the Stigmata","2","http://www.wikidata.org/entity/Q16621943","97.0",,,
"6410",":Paintings","","","","","","","","","","","","","","1570-01-01T00:00","painting by El Greco","","28.8","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20-%20St%20Francis%20receiving%20the%20stigmata%20with%20Brother%20Leo%20in%20a%20landscape%209237.jpg","St Francis Receiving the Stigmata","2","http://www.wikidata.org/entity/Q16621942","20.6",,,
"6411",":Paintings","","","","","","","","","","","","","","1612-01-01T00:00","painting by El Greco","","107.0","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20%28Domenikos%20Theotokopoulos%29%20-%20Portrait%20of%20Dr.%20Francisco%20de%20Pisa%20-%20Google%20Art%20Project.jpg","Portrait of Dr. Francisco de Pisa","6","http://www.wikidata.org/entity/Q2842448","90.0",,,
"6412",":Keyword","","","","","","","","","","","","","","","birth of Jesus","","","","Nativity of Jesus","60","http://www.wikidata.org/entity/Q51628","",,,
"6413",":Keyword","","","","","","","","","","","","","","","title of Jesus and subject in Christian iconography","","","","Salvator Mundi","25","http://www.wikidata.org/entity/Q51625","",,,
"6414",":Paintings","","","","","","","","","","","","","","1587-01-01T00:00","painting by El Greco","","105.5","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20-%20St%20Francis%20in%20Prayer%20before%20the%20Crucifix%20-%20WGA10474.jpg","St. Francis in Prayer before the Crucifix","1","http://www.wikidata.org/entity/Q16621949","86.5",,,
"6415",":Paintings","","","","","","","","","","","","","","1610-01-01T00:00","painting by El Greco (Herrington)","","","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20-%20St%20Matthew%2C%20Herrington%20collection.jpg","St. Matthew","0","http://www.wikidata.org/entity/Q102313376","",,,
"6416",":Paintings","","","","","","","","","","","","","","1597-01-01T00:00","painting by El Greco","","","http://commons.wikimedia.org/wiki/Special:FilePath/GRECO%20Natividad.jpg","Nativity","7","http://www.wikidata.org/entity/Q6461660","",,,
"6417",":Paintings","","","","","","","","","","","","","","1600-01-01T00:00","painting by El Greco (Fogg)","","62.9","http://commons.wikimedia.org/wiki/Special:FilePath/Attributed%20to%20El%20Greco%20-%20Christ%20Bearing%20the%20Cross%2C%201943.102.jpg","Christ Bearing the Cross","0","http://www.wikidata.org/entity/Q102249726","48.3",,,
"6418",":Paintings","","","","","","","","","","","","","","1610-01-01T00:00","painting by the workshop of El Greco","","206.4","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20and%20Workshop%20-%20Christ%20on%20the%20Cross%2C%20c.%201600-1610.jpg","The Crucifixion","0","http://www.wikidata.org/entity/Q20808930","103.5",,,
"6419",":Keyword","","","","","","","","","","","","","","","privileges and the insignia characteristic of a sovereign","","","","regalia","17","http://www.wikidata.org/entity/Q119814","",,,
"6420",":Paintings","","","","","","","","","","","","","","1580-01-01T00:00","painting by El Greco","","115.57","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20-%20St%20Francis%20Praying%20-%20WGA10468.jpg","Saint Francis in Prayer","1","http://www.wikidata.org/entity/Q16621933","102.87",,,
"6421",":Paintings","","","","","","","","","","","","","","1610-01-01T00:00","painting by El Greco","","35.0","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20011.jpg","Christ on the Cross in a Landscape","0","http://www.wikidata.org/entity/Q103058889","26.7",,,
"6422",":Paintings","","","","","","","","","","","","","","1592-01-01T00:00","painting by El Greco, part of St. Barbara altarpiece","","138.0","http://commons.wikimedia.org/wiki/Special:FilePath/St%20francis2%2C%20el%20greco.jpg","Saint Francis of Assisi","2","http://www.wikidata.org/entity/Q16621930","56.0",,,
"6423",":Paintings","","","","","","","","","","","","","","1590-01-01T00:00","painting by El Greco (Alan M. May)","","43.0","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20-%20Saint%20Francis%20receiving%20the%20Stigmata%2C%20DIA%20loan%20by%20Alan%20M.%20May.jpg","St. Francis receiving the Stigmata","0","http://www.wikidata.org/entity/Q103822143","34.0",,,
"6424",":City","","","","","","","","","","","","","","","town in Catalonia, Spain","","","","Sitges","","http://www.wikidata.org/entity/Q15551","",,,
"6425",":Paintings","","","","","","","","","","","","","","1570-01-01T00:00","painting by El Greco","","40.0","http://commons.wikimedia.org/wiki/Special:FilePath/Saint%20francisco%20and%20stigmata.jpg","Saint Francis of Assisi receives the Stigmata","1","http://www.wikidata.org/entity/Q16621939","53.0",,,
"6426",":Keyword","","","","","","","","","","","","","","","winged angelic being","","","","cherub","49","http://www.wikidata.org/entity/Q185569","",,,
"6427",":Paintings","","","","","","","","","","","","","","1610-01-01T00:00","painting by Jorge Manuel Theotocópuli","","","http://commons.wikimedia.org/wiki/Special:FilePath/Jorge%20Manuel%20Theocupulus%20-%20The%20Angel%20appearing%20to%20the%20Magdalen.jpg","Angel Appearing to the Magdalen","0","http://www.wikidata.org/entity/Q105616874","",,,
"6428",":Paintings","","","","","","","","","","","","","","1590-01-01T00:00","painting by El  Greco","","66.0","http://commons.wikimedia.org/wiki/Special:FilePath/Cristo%20abrazando%20la%20cruz%2C%20de%20El%20Greco%20%28Museo%20Thyssen-Bornemisza%29.jpg","Christ with the Cross","4","http://www.wikidata.org/entity/Q18225401","52.5",,,
"6429",":Paintings","","","","","","","","","","","","","","1605-01-01T00:00","painting by El Greco (Apostolado Toledo Cathedral)","","98.0","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20-%20Christ%20-%20WGA10579.jpg","Salvator Mundi","0","http://www.wikidata.org/entity/Q102158919","78.0",,,
"6430",":Keyword","","","","","","","","","","","","","","","animal of the ""higher primates"" (the simians)","","","","monkey","148","http://www.wikidata.org/entity/Q1367","",,,
"6431",":Paintings","","","","","","","","","","","","","","1577-01-01T00:00","painting by El Greco (Santo Domingo el Antiguo) from 1577","","","http://commons.wikimedia.org/wiki/Special:FilePath/Adroracion%20el%20Greca.jpg","Adoration of the Shepherds","3","http://www.wikidata.org/entity/Q11821339","",,,
"6432",":Paintings","","","","","","","","","","","","","","1580-01-01T00:00","painting by El Greco (Pidal / Abelló)","","108.0","http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20-Abello%20Collection.png","Saint Francis receiving stigmata","1","http://www.wikidata.org/entity/Q61867583","83.0",,,
