"_id","_labels","_applyNeo4jNaming","_classLabel","_dataTypePropertyLabel","_domainRel","_handleMultival","_handleRDFTypes","_handleVocabUris","_keepCustomDataTypes","_keepLangTag","_objectPropertyLabel","_rangeRel","_subClassOfRel","_subPropertyOfRel","date","description","exhibit","height","img","name","sitelink","uri","width","_start","_end","_type"
"0",":Paintings","","","","","","","","","","","","","","1659-01-01T00:00:00","painting by Hendrick Heerschop, Berlijn, Staatliche Museen zu Berlin, Gemäldegalerie","Legend has it that one of the three magi who came to worship the Christ child was an African. Sometimes he is called Caspar, sometimes Balthasar. Heerschop painted him without surroundings or story. He can only be identified from his expensive clothes and the jar of incense he gave as his gift. But it is the man’s face that attracts the most attention; he looks at us proudly and self-confidently.","","https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Hendrick-Heerschop-Koning-Caspar-1654.-Olieverf-op-paneel.-Berlijn-Staatliche-Museen.jpg/485px-Hendrick-Heerschop-Koning-Caspar-1654.-Olieverf-op-paneel.-Berlijn-Staatliche-Museen.jpg","King Caspar","1","http://www.wikidata.org/entity/Q94997800","",,,
"1",":Person","","","","","","","","","","","","","","","painter from the Northern Netherlands (1626-1690)","","","","Hendrik Heerschop","","http://www.wikidata.org/entity/Q5713884","",,,
"2",":Keyword","","","","","","","","","","","","","","","according to Christian tradition, a king of India and one of the three Magi (younger than Melchior, older than Balthazar) that visited Jesus, who gave the gift of frankincense","","","","Saint Caspar","","http://www.wikidata.org/entity/Q7401079","",,,
"4",":Person","","","","","","","","","","","","","","","Dutch painter (1613-1675)","","","","Gerrit Dou","","http://www.wikidata.org/entity/Q335927","",,,
"5",":Paintings","","","","","","","","","","","","","","1630-01-01T00:00:00","painting by Gerrit Dou, Hannover, Niedersächsisches Landesmuseum Hannover","Dou was Rembrandt’s first pupil. He took up his master’s idea of studying black people. The result was this endearing tronie of a young man in a fantasy costume, who looks at us over his shoulder.","","https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Portrait_of_a_Boy%2C_Gerrit_Dou%2C_c._1630%2C_oil_on_panel%2C_42_by_33.5_cm%2C_Nieders%C3%A4chsisches_Landesmuseum_Hanover.jpg/330px-Portrait_of_a_Boy%2C_Gerrit_Dou%2C_c._1630%2C_oil_on_panel%2C_42_by_33.5_cm%2C_Nieders%C3%A4chsisches_Landesmuseum_Hanover.jpg","Head of a Boy in a Turban","1","http://www.wikidata.org/entity/Q28940972","",,,
"6",":Paintings","","","","","","","","","","","","","","1643-01-01T00:00:00","painting by Jasper of Jeronimus Beckx, Kopenhagen, Statensmuseum for Kunst","Dom Miguel de Castro makes here a powerful, serious expression. He was a member of the Congolese elite. This portrait was commissioned by the Dutch West India Company. The WIC and the Congolese rulers traded in gold an ivory, but mainly in people. This is why Dom Miguel now is seen as a controversial figure. 
Dom Miguel wears fashionable European clothes. This is probably the suit he had acquired in Brazil, when he had visited the Dutch colony earlier.","72","https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Jaspar_Beckx_%28tidl._tilskrevet%29_-_Don_Miguel_de_Castro%2C_Emissary_of_Kongo_-_KMS7_-_Statens_Museum_for_Kunst.jpg/330px-Jaspar_Beckx_%28tidl._tilskrevet%29_-_Don_Miguel_de_Castro%2C_Emissary_of_Kongo_-_KMS7_-_Statens_Museum_for_Kunst.jpg","Don Miguel de Castro, Emissary of Congo","1","http://www.wikidata.org/entity/Q20380797","62",,,
"7",":Person","","","","","","","","","","","","","","","Dutch painter (1547-1647)","","","","Jaspar Beckx","","http://www.wikidata.org/entity/Q18607968","",,,
"8",":Paintings","","","","","","","","","","","","","","1640-01-01T00:00:00","painting by Jasper of Jeronimus Beckx, Kopenhagen, Statensmuseum for Kunst","We know the names of these three men from the inscriptions on the backs of the paintings. This is Diego Bemba. He holds a small casket, probably a diplomatic gift. He was one of Don Miguel de Castro’s servants.","72","https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/KMS9_Ubekendt_-_Diego_Bemba%2C_a_Servant_of_Dom_Miguel_de_Castro_-_KMS9_-_Statens_Museum_for_Kunst.jpg/330px-KMS9_Ubekendt_-_Diego_Bemba%2C_a_Servant_of_Dom_Miguel_de_Castro_-_KMS9_-_Statens_Museum_for_Kunst.jpg","Diego Bemba, a Servant of Don Miguel de Castro","1","http://www.wikidata.org/entity/Q20531799","62",,,
"9",":Paintings","","","","","","","","","","","","","","1640-01-01T00:00:00","painting by Jasper of Jeronimus Beckx, Kopenhagen, Statensmuseum for Kunst","Pedro Sunda holds an elephant’s tusk. Ivory was one of the Congo’s major export products. The status of these young men is unclear. Were they assistants of the noble Dom Miguel or were they enslaved?","72","https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/KMS8_Ubekendt_-_Pedro_Sunda%2C_a_Servant_of_Dom_Miguel_de_Castro_-_KMS8_-_Statens_Museum_for_Kunst.jpg/330px-KMS8_Ubekendt_-_Pedro_Sunda%2C_a_Servant_of_Dom_Miguel_de_Castro_-_KMS8_-_Statens_Museum_for_Kunst.jpg","Pedro Sunda, a Servant of Don Miguel de Castro","1","http://www.wikidata.org/entity/Q20441032","62",,,
"10",":Keyword","","","","","","","","","","","","","","","elongated, continuously growing front teeth","","","","tusk","","http://www.wikidata.org/entity/Q185635","",,,
"11",":Paintings","","","","","","","","","","","","","","1647-01-01T00:00:00","painting by Joan Blaeu / Georg Marcgraf / Frans Post","A map of the Dutch colony in the northeast of Brazil. This is how the colony was depicted. Upper right there is a sugar mill where enslaved Africans worked. There is no hint of the harsh working conditions. To the left the Africans are shown dancing and making music. For the people of the Netherlands the gruesome reality of slavery was kept out of the picture.","54","https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Atlas_Van_der_Hagen-KW1049B13_095-PRAEFECTURAE_PARANAMBUCAE_PARS_BOREALIS%2C_una_cum_PRAEFECTURA_de_ITAMARACA.jpeg/330px-Atlas_Van_der_Hagen-KW1049B13_095-PRAEFECTURAE_PARANAMBUCAE_PARS_BOREALIS%2C_una_cum_PRAEFECTURA_de_ITAMARACA.jpeg","Map of Paranambucae","1","http://www.wikidata.org/entity/Q61985617","42",,,
"12",":Person","","","","","","","","","","","","","","","Dutch cartographer (1596-1673)","","","","Joan Blaeu","24","http://www.wikidata.org/entity/Q379677","",,,
"14",":Collection","","","","","","","","","","","","","","","National Library of the Netherlands","","","","Koninklijke Bibliotheek","35","http://www.wikidata.org/entity/Q1526131","",,,
"15",":Paintings","","","","","","","","","","","","","","1645-01-01T00:00:00","etching by Wenzel Hollar, Amsterdam, Rijksmuseum","A rare portrait etchings of black people. She wears the normal seventeenth-century clothing of the middle class. Hollar made the portrait in Antwerp, as we can see from the inscription beside the girl. The prints were intended for sale. The artist showed his skill by successfully rendering a black skin in an etching. This appealed to collectors.","79","https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Portret_van_een_zwarte_jonge_vrouw_met_kanten_hoofdkapje_en_bijpassende_kraag%2C_RP-P-OB-11.591.jpg/330px-Portret_van_een_zwarte_jonge_vrouw_met_kanten_hoofdkapje_en_bijpassende_kraag%2C_RP-P-OB-11.591.jpg","Portrait of a Black Girl","0","http://www.wikidata.org/entity/Q98227938","58",,,
"16",":Person","","","","","","","","","","","","","","","Czech cartographer, natural painter, portrait painter and engraver","","","","Wenceslaus Hollar","27","http://www.wikidata.org/entity/Q448555","",,,
"17",":Paintings","","","","","","","","","","","","","","1675-01-01T00:00:00","painting by Wallerant Vaillant, Rijksmuseum, c. 1660-1675","Vaillant made a true likeness of this man with an individual appearance . However, this print appears to have been made to sell to collectors, not commissioned by the sitter. Vaillant was an expert in mezzotint, a technique for making prints in different shades of black. It was obviously also ideal for depicting dark skin.","","https://i.pinimg.com/736x/e6/00/05/e600055d677252de36621a74e0c88a3c.jpg","Portrait of a Man","0","Portrait of a Man_exhibit","",,,
"18",":Person","","","","","","","","","","","","","","","painter from the Northern Netherlands (1623-1677)","","","","Wallerant Vaillant","27","http://www.wikidata.org/entity/Q513815","",,,
"21",":Paintings","","","","","","","","","","","","","","1628-01-01T00:00:00","Red and black chalk on paper by Jan Lievens.","Lievens made this drawing in Leiden when he was working closely with his friend Rembrandt. The individual appearance makes it clear that someone modelled for this, but that model was then given a turban and a feather to wear, turning him into a Mediterranean type.","","https://live.staticflickr.com/5484/30474331671_78e8724cf8_c.jpg","Man in a Turban","0","Man in a Turban_exhibit","",,,
"22",":Person","","","","","","","","","","","","","","","Dutch painter (1607-1674)","","","","Jan Lievens","23","http://www.wikidata.org/entity/Q430783","",,,
"23",":Paintings","","","","","","","","","","","","","","2019-01-01T00:00:00","Acrylics and oil on canvas by IRIÉE ZAMBLÉ, 2019.","A woman sits on a couch holding a bag of tortilla chips. Black people are now represented in art in everyday situations. The artist Iriée Zamblé expresses her feelings: ‘I still don't see enough of the people who pass me every day reflected in art. That's why I feel an urge to capture them in my paintings.’","","http://drive.google.com/uc?export=view&id=1_jZpF4b3ayflooSPyYr6odjKMBLNchVR","Doritos","0","Doritos_exhibit","",,,
"24",":Person","","","","","","","","","","","","","","","Dutch painter","","","","IRIÉE ZAMBLÉ","0","IRIÉE ZAMBLÉ_person","",,,
"25",":Paintings","","","","","","","","","","","","","","2019-01-01T00:00:00","oil on canvas by Iris Kensmil, 2019","In her portraits, Kensmil focuses on black people who played important roles in history. Hermina Huiswoud (1905-1998) was a political activist. She belonged to a generation of anti-colonial thinkers, leaders and organizers who were active in the fight against European and American imperialism. After the Second World War she worked in Amsterdam, and as a supporter of the Our Suriname Association (VOS) fought for the independence of the Dutch colony.","","https://pbs.twimg.com/media/ETvXpF8WoAIGJ8i.jpg","The New Utopia Begins Here: Hermina Huiswoud","0","The New Utopia Begins Here: Hermina Huiswoud_exhibit","",,,
"26",":Person","","","","","","","","","","","","","","","Dutch artist","","","","Iris Kensmil","0","http://www.wikidata.org/entity/Q21608324","",,,
"27",":Paintings","","","","","","","","","","","","","","2019-01-01T00:00:00","oil on canvas by Dion Rosina, 2019","Dion Rosina used a nineteenth-century photograph of an enslaved man in Brazil for this painting, The opening is an allusion to the Netherlands' colonial past in that country -- a subject that is a hiatus in our collective memory. The past is behind the opening, but at the same time impresses itself on the viewer through the man","","http://drive.google.com/uc?export=view&id=1x3gV3kQ2C8Ik7MzDsYysWbleyUvV4-e3","The Unspoken Truth","0","The Unspoken Truth_exhibit","",,,
"28",":Person","","","","","","","","","","","","","","","Dutch artist","","","","Dion Rosina","0","Dion Rosina_person","",,,
"29",":Paintings","","","","","","","","","","","","","","2019-01-01T00:00:00","print on canvas by Hedy Tjin, 2019","Hedy Tjin is an illustrative designer. In her work she expresses her fascination for patterns and designs, reflecting the influence of cultural and ethnic subjects. 
Her love of working with a felt-tip pen is driven by the freedom to be able to draw anywhere and at any time, often with a therapeutic effect. She records loved ones and snapshots. Sadly, her Aunt Ilona came into her life late and left too early.","","https://www.artskop.com/artmedia/wp-content/uploads/2020/06/hedy-tjin-ilona-2019-viltstift-geprint-op-doek-here-black-artist-now-artskop-3437.png","Ilona","0","Ilona_exhibit","",,,
"30",":Person","","","","","","","","","","","","","","","Dutch artist","","","","Hedy Tjin","0","Hedy Tjin_person","",,,
"31",":Paintings","","","","","","","","","","","","","","1665-01-01T00:00:00","black chalk on paper by Leendert van der Cooghen, c1660-1665","This finely executed study must have been observed directly. The boy looks very lifelike. Unfortunately, we know nothing about him. Leendert van der Cooghen lived and worked in Haarlem. He made this kind of study to find out how he could depict the subject best. It was study material, not intended for sale.","","https://wbooks.com/wp-content/uploads/2019/11/Zwart-in-rt-image-3.png","Head of a Boy","0","Head of a Boy_exhibit","",,,
"32",":Person","","","","","","","","","","","","","","","Dutch painter (1632-1681)","","","","Leendert van der Cooghen","5","http://www.wikidata.org/entity/Q926302","",,,
"33",":Paintings","","","","","","","","","","","","","","1653-01-01T00:00:00","painting by Jacob van der Ulft, Amsterdam, Stadsarchief","In the seventeenth century, Amsterdam was already a multicultural city. Jewish immigrants, East Europeans, Arab traders, Asian seamen and Africans had made their homes here. This view of Dam Square offers proof. It shows a group of men in eastern turbans slightly to the left of centre. And one black figure, beside a fish stall in the foreground on the right. The number of black residents was small. Some five thousand people were living in and around the Jodenbreestraat around 1650. Around eighty of them were black – about 1.5 percent of the neighbourhood’s residents.","40","https://az333960.vo.msecnd.net/images-0/dam-square-amsterdam-copy-jacob-van-der-ulft-1653-916ca1d2.jpg","The Market in Dam Square","0","http://www.wikidata.org/entity/Q98227966","49",,,
"34",":Person","","","","","","","","","","","","","","","painter from the Northern Netherlands (1627-1689)","","","","Jacob van der Ulft","7","http://www.wikidata.org/entity/Q859874","",,,
"1584",":_GraphConfig","false","Class","Property","DOMAIN","0","0","2","false","false","Relationship","RANGE","SCO","SPO","","","","","","","","","",,,
"1585",":Exhibition","","","","","","","","","","","","","","","2018-2019 art exhibition in Holburne Museum, Mauritshuis, and Petworth House","","","","National Trust - Dutch Masters from British Country Houses","1","http://www.wikidata.org/entity/Q60456757","",,,
"1586",":Paintings","","","","","","","","","","","","","","1626-01-01T00:00","painting by Rembrandt","","90.1","http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20Historical%20Painting%201626.jpg","History Painting","5","http://www.wikidata.org/entity/Q13726955","121.3",,,
"1587",":Keyword","","","","","","","","","","","","","","","physical contact involving one or more sentient agents (for contact between non-sentient objects, use Q38183514)","","","","touch","25","http://www.wikidata.org/entity/Q877674","",,,
"1588",":Keyword","","","","","","","","","","","","","","","Passion of Christ","","","","Pilate washing his hands","1","http://www.wikidata.org/entity/Q45841622","",,,
"1589",":Keyword","","","","","","","","","","","","","","","typically, a small house","","","","cottage","35","http://www.wikidata.org/entity/Q5783996","",,,
"1590",":Collection","","","","","","","","","","","","","","","museum in Amsterdam","","","","Amsterdam Museum","16","http://www.wikidata.org/entity/Q1820897","",,,
"1591",":Keyword","","","","","","","","","","","","","","","article worn around the wrist","","","","bracelet","55","http://www.wikidata.org/entity/Q201664","",,,
"1592",":Keyword","","","","","","","","","","","","","","","ancient Greek epic poet, traditionally considered the author of the Iliad and Odyssey","","","","Homer","241","http://www.wikidata.org/entity/Q6691","",,,
"1593",":Paintings","","","","","","","","","","","","","","1654-01-01T00:00","painting by Rembrandt","","108.0","http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20Harmensz.%20van%20Rijn%20-%20Portrait%20of%20an%20Old%20Man%20in%20Red.jpg","Portrait of an Old Man in Red by Rembrandt","1","http://www.wikidata.org/entity/Q21504457","86.0",,,
"1594",":City","","","","","","","","","","","","","","","city in the German state of Bavaria","","","","Nuremberg","","http://www.wikidata.org/entity/Q2090","",,,
"1595",":Collection","","","","","","","","","","","","","","","art museum in Glens Falls, New York","","","","The Hyde Collection","3","http://www.wikidata.org/entity/Q7741188","",,,
"1596",":Keyword","","","","","","","","","","","","","","","woman described in the Book of Judges","","","","Delilah","29","http://www.wikidata.org/entity/Q937827","",,,
"1597","","","","","","","","","","","","","","","","","","","","Portrait of a 69-year-old man in an armchair","","http://www.wikidata.org/entity/Q21872448","",,,
"1598",":Collection","","","","","","","","","","","","","","","Art museum in Detroit, Michigan","","","","Detroit Institute of Arts","21","http://www.wikidata.org/entity/Q1201549","",,,
"1599",":Paintings","","","","","","","","","","","","","","1657-01-01T00:00","anonymous painting","","78.7","http://commons.wikimedia.org/wiki/Special:FilePath/School%20of%20Rembrandt%20-%20Portrait%20of%20a%20Rabbi.jpg","Portrait of a Rabbi","0","http://www.wikidata.org/entity/Q20199063","64.8",,,
"1600","","","","","","","","","","","","","","","","painting by Rembrandt (Harmensz. van Rijn)","","58.7","","","","http://www.wikidata.org/entity/Q30096214","",,,
"1601",":Paintings","","","","","","","","","","","","","","1631-01-01T00:00","painting by Rembrandt","","18.4","http://commons.wikimedia.org/wiki/Special:FilePath/Studie%20van%20een%20oude%20vrouw%2C%20after%20Rembrandt%20van%20Rijn%2C%2017th%20c.%2C%20Mauritshuis%2C%20The%20Hague.jpg","Study of an old woman (Rembrandt's mother)","0","http://www.wikidata.org/entity/Q17275978","14.0",,,
"1602",":Keyword","","","","","","","","","","","","","","","male offspring; a boy or man in relation to his parents","","","","son","97","http://www.wikidata.org/entity/Q177232","",,,
"1603",":Paintings","","","","","","","","","","","","","","1653-01-01T00:00","painting by Rembrandt","","78.0","http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20Half-figure%20of%20a%20Bearded%20Man%20with%20Beret.jpg","Half-figure of a Bearded Man with Beret","0","http://www.wikidata.org/entity/Q21597686","66.5",,,
"1604",":Keyword","","","","","","","","","","","","","","","Roman Catholic and Eastern Orthodox saint","","","","Saint Bavo","23","http://www.wikidata.org/entity/Q457903","",,,
"1605",":Keyword","","","","","","","","","","","","","","","artistic theme in which the Virgin Mary breastfeeds the infant Jesus","","","","Nursing Madonna","21","http://www.wikidata.org/entity/Q1576172","",,,
"1606",":Collection","","","","","","","","","","","","","","","art museum in São Paulo, Brazil","","","","São Paulo Museum of Art","63","http://www.wikidata.org/entity/Q82941","",,,
"1607",":Keyword","","","","","","","","","","","","","","","biblical figure mentioned in the Gospel of Luke","","","","Anna","34","http://www.wikidata.org/entity/Q1774668","",,,
"1608","","","","","","","","","","","","","","","","painting by Rembrandt or Flinck","","","","A boy in fanciful costume","","http://www.wikidata.org/entity/Q21697276","",,,
"1609",":Paintings","","","","","","","","","","","","","","1634-01-01T00:00","painting by Rembrandt","","143.0","http://commons.wikimedia.org/wiki/Special:FilePath/Judith%20at%20the%20Banquet%20of%20Holofernes%20%28previously%20known%20as%20Artemisia%29%2C%20by%20Rembrandt%2C%20from%20Prado%20in%20Google%20Earth.jpg","Judith at the Banquet of Holofernes","14","http://www.wikidata.org/entity/Q2479220","154.7",,,
"1610",":Keyword","","","","","","","","","","","","","","","type of physical punishment which results in complete or nearly complete loss of vision","","","","blinding","7","http://www.wikidata.org/entity/Q18228398","",,,
"1611",":Keyword","","","","","","","","","","","","","","","service occupation, generally of women","","","","washerwoman","8","http://www.wikidata.org/entity/Q16624872","",,,
"1612",":Keyword","","","","","","","","","","","","","","","young girl or woman employed to do household work in the employer's home","","","","maid","34","http://www.wikidata.org/entity/Q833860","",,,
"1613",":Keyword","","","","","","","","","","","","","","","(1611-58)","","","","Agatha Bas","0","http://www.wikidata.org/entity/Q81420524","",,,
"1614",":Keyword","","","","","","","","","","","","","","","painting movement","","","","Orientalist painting","2","http://www.wikidata.org/entity/Q765606","",,,
"1615",":Keyword","","","","","","","","","","","","","","","person who collects taxes","","","","tax collector","17","http://www.wikidata.org/entity/Q1139055","",,,
"1616","","","","","","","","","","","","","","","","","","23.5","","Man in a Beret looking Left","","http://www.wikidata.org/entity/Q21944819","18.5",,,
"1617",":Paintings","","","","","","","","","","","","","","1650-01-01T00:00","painting by Rembrandt","","80.5","http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20van%20Rijn%20-%20Study%20of%20an%20Old%20Man%20-%20560%20-%20Mauritshuis.jpg","Portrait of an older man","0","http://www.wikidata.org/entity/Q17275981","66.5",,,
"1618",":Paintings","","","","","","","","","","","","","","1635-01-01T00:00","painting by Rembrandt","","79.5","http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20Harmensz.%20van%20Rijn%20101.jpg","Portrait of Philips Lucasz. (....-1641)","0","http://www.wikidata.org/entity/Q21470339","58.9",,,
"1619",":Keyword","","","","","","","","","","","","","","","larger natural watercourse","","","","river","240","http://www.wikidata.org/entity/Q4022","",,,
"1620",":Paintings","","","","","","","","","","","","","","1630-01-01T00:00","painting by Rembrandt","","46.9","http://commons.wikimedia.org/wiki/Special:FilePath/Tronie%20van%20een%20oude%20man%2C%20Rembrandt%20van%20Rijn%2C%20c.%201630%2C%20Mauritshuis%2C%20The%20Hague.jpg","Study of an old man (Rembrandt's father)","0","http://www.wikidata.org/entity/Q17275984","38.8",,,
"1621",":Paintings","","","","","","","","","","","","","","1633-01-01T00:00","stolen painting by Rembrandt","","131.6","http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20van%20Rijn%20-%20A%20Lady%20and%20Gentleman%20in%20Black%20-%20P21s9%20-%20private%20collection.jpg","A Lady and Gentleman in Black","3","http://www.wikidata.org/entity/Q18161363","109.0",,,
"1622",":Paintings","","","","","","","","","","","","","","1654-01-01T00:00","painting by Rembrandt","","74.0","http://commons.wikimedia.org/wiki/Special:FilePath/%27Portrait%20of%20an%20Old%20Woman%27%20by%20Rembrandt%2C%201654%2C%20Pushkin%20Museum.JPG","Portrait of an Old Woman","0","http://www.wikidata.org/entity/Q21481261","63.0",,,
"1623",":Keyword:Person","","","","","","","","","","","","","","","Dutch painter and etcher (1606-1669)","","","","Rembrandt","181","http://www.wikidata.org/entity/Q5598","",,,
"1624",":Keyword","","","","","","","","","","","","","","","person singing for a listening audience","","","","singer","106","http://www.wikidata.org/entity/Q177220","",,,
"1625",":Keyword","","","","","","","","","","","","","","","class of tetrapods","","","","bird","251","http://www.wikidata.org/entity/Q5113","",,,
"1626","","","","","","","","","","","","","","","","event from the life of Jesus of Nazareth and common subject in Christian art","","","","Jesus among the doctors","","http://www.wikidata.org/entity/Q245230","",,,
"1627",":Paintings","","","","","","","","","","","","","","1654-01-01T00:00","work by Rembrandt","","74.0","http://commons.wikimedia.org/wiki/Special:FilePath/%27Portrait%20of%20an%20Old%20Man%27%20by%20Rembrandt%2C%201654%2C%20Pushkin%20Museum.JPG","Portrait of an Old Man with Beret","0","http://www.wikidata.org/entity/Q21481264","63.0",,,
"1628",":Paintings","","","","","","","","","","","","","","1655-01-01T00:00","painting by Rembrandt, 1655, Vienne","","65.8","http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20Harmensz%20van%20Rijn%2C%20%2C%20Kunsthistorisches%20Museum%20Wien%2C%20Gem%C3%A4ldegalerie%20-%20Selbstbildnis%20im%20Pelz%2C%20mit%20Kette%20und%20Ohrring%20-%20GG%209040%20-%20Kunsthistorisches%20Museum.jpg","Self portrait in a fur coat with gold chain and earring","0","http://www.wikidata.org/entity/Q21519924","52.6",,,
"1629",":Keyword","","","","","","","","","","","","","","","coat worn over street dress","","","","overcoat","44","http://www.wikidata.org/entity/Q337481","",,,
"1630",":Paintings","","","","","","","","","","","","","","1626-01-01T00:00","painting by Rembrandt Harmensz. van Rijn","","63.5","http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20concert.jpg","Musical Company","4","http://www.wikidata.org/entity/Q3686099","48.0",,,
"1631",":Paintings","","","","","","","","","","","","","","1661-01-01T00:00","painting by Follower of Rembrandt","","95.3","http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20The%20Apostle%20James%20the%20Less.jpg","Christ with a Staff","2","http://www.wikidata.org/entity/Q19911565","82.6",,,
"1632",":Paintings","","","","","","","","","","","","","","1637-01-01T00:00","painting by Rembrandt in the Wallace Collection","","63.0","http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20Self-portrait%20%28Wallace%29.jpg","Self-Portrait in a Black Cap","2","http://www.wikidata.org/entity/Q19844638","50.7",,,
"1633",":Keyword","","","","","","","","","","","","","","","solid block of wax with embedded wick","","","","candle","117","http://www.wikidata.org/entity/Q12888135","",,,
"1634",":Paintings","","","","","","","","","","","","","","1631-01-01T00:00","painting by Rembrandt","","59.0","http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20van%20Rijn%20-%20St.%20Peter%20in%20Prison%20%28The%20Apostle%20Peter%20Kneeling%29%20-%20Google%20Art%20Project.jpg","Saint Peter in prison","3","http://www.wikidata.org/entity/Q3947822","47.8",,,
"1635",":Keyword","","","","","","","","","","","","","","","named person or animal that appears in legends that have some claim to be historical","","","","legendary figure","1","http://www.wikidata.org/entity/Q13002315","",,,
"1636",":Keyword","","","","","","","","","","","","","","","circular band worn as a type of ornamental jewellery around the finger","","","","ring","100","http://www.wikidata.org/entity/Q46847","",,,
"1637",":Paintings","","","","","","","","","","","","","","1624-01-01T00:00","painting by Rembrandt","","20.5","http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20van%20Rijn%2C%20The%20spectacle-pedlar%2C%20circa%201624%E2%80%931625%2C%20Museum%20De%20Lakenhal%2C%20Leiden.jpg","A Pedlar Selling Spectacles (Allegory of Sight)","2","http://www.wikidata.org/entity/Q21405958","17.5",,,
"1638",":Paintings","","","","","","","","","","","","","","1639-01-01T00:00","painting by Rembrandt","","79.5","http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20Harmensz%20van%20Rijn%2C%20%2C%20Kunsthistorisches%20Museum%20Wien%2C%20Gem%C3%A4ldegalerie%20-%20Die%20Prophetin%20Hanna%20-%20GG%20408%20-%20Kunsthistorisches%20Museum.jpg","Portrait of an Old Woman (Prophetess Hannah)","0","http://www.wikidata.org/entity/Q21530716","61.7",,,
"1639",":Paintings","","","","","","","","","","","","","","1635-01-01T00:00","painting by Rembrandt","","79.0","http://commons.wikimedia.org/wiki/Special:FilePath/Petronella%20Buys%2C%20by%20Rembrandt.jpg","Portrait of Petronella Buys","1","http://www.wikidata.org/entity/Q21470328","58.5",,,
"1640",":City","","","","","","","","","","","","","","","city in Los Angeles County, California, United States","","","","Pasadena","","http://www.wikidata.org/entity/Q485176","",,,
"1641",":Paintings","","","","","","","","","","","","","","1634-01-01T00:00","painting by Rembrandt","","62.5","http://commons.wikimedia.org/wiki/Special:FilePath/Harmensz%20van%20Rijn%20REMBRANDT%20y%20Taller%20-%20Retrato%20de%20mujer%20joven%20-%20Google%20Art%20Project.jpg","Young Woman with a Gold Chain","0","http://www.wikidata.org/entity/Q21531808","55.6",,,
"1642",":Paintings","","","","","","","","","","","","","","1629-01-01T00:00","painting by Rembrandt","","15.3","http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20-%20The%20laughing%20man.jpg","The Laughing Man","1","http://www.wikidata.org/entity/Q17275997","12.2",,,
"1643","","","","","","","","","","","","","","","","","","","","Portrait of an Officer","","http://www.wikidata.org/entity/Q21849209","",,,
"1644",":City","","","","","","","","","","","","","","","most populous city in the German state of Saxony","","","","Leipzig","","http://www.wikidata.org/entity/Q2079","",,,
"1645",":Paintings","","","","","","","","","","","","","","1659-01-01T00:00","1659 painting by Rembrandt","","168.5","http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20-%20Moses%20with%20the%20Ten%20Commandments%20-%20Google%20Art%20Project.jpg","Moses Smashing the Tablets of the Law","14","http://www.wikidata.org/entity/Q325267","136.5",,,
"1646","","","","","","","","","","","","","","","","historic sovereign kingdom on the British Isles (927–1649; 1660–1707)","","","","Kingdom of England","","http://www.wikidata.org/entity/Q179876","",,,
"1647",":Keyword","","","","","","","","","","","","","","","Part of the Law of Moses appearing in Exodus 20 and Deuteronomy 5 in Hebrew Bible","","","","The Ten Commandments","127","http://www.wikidata.org/entity/Q34623","",,,
"1648",":Keyword","","","","","","","","","","","","","","","Ancient Greek painter","","","","Zeuxis","36","http://www.wikidata.org/entity/Q197044","",,,
"1649","","","","","","","","","","","","","","","","","","","","Girl with a medal","","http://www.wikidata.org/entity/Q21858384","",,,
"1650",":Keyword","","","","","","","","","","","","","","","animal material consisting of the keratinous plumage of birds","","","","feather","1","http://www.wikidata.org/entity/Q50998618","",,,
"1651",":Paintings","","","","","","","","","","","","","","1661-01-01T00:00","painting by Rembrandt, 1660, Louvre","","50.0","http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20-%20The%20Pilgrims%20at%20Emmaus.jpg","Pilgrims at Emmaus","0","http://www.wikidata.org/entity/Q21539767","64.0",,,
"1652",":Keyword","","","","","","","","","","","","","","","kind of liquid which is specifically prepared for human consumption","","","","drink","138","http://www.wikidata.org/entity/Q40050","",,,
